,S1,S2,difference_detected
116,1.5789473684210529,4.473684210526316,0.788480281829834
117,1.5789473684210529,4.7368421052631575,0.8290553689002991
118,1.5789473684210529,5.0,0.8631974458694458
119,1.8421052631578947,1.8421052631578947,0.13680249452590942
120,1.8421052631578947,2.1052631578947367,0.17094461619853973
121,1.8421052631578947,2.3684210526315788,0.21151967346668243
122,1.8421052631578947,2.631578947368421,0.2587200701236725
123,1.8421052631578947,2.8947368421052633,0.31228166818618774
124,1.8421052631578947,3.1578947368421053,0.3713766038417816
125,1.8421052631578947,3.421052631578948,0.43458759784698486
126,1.8421052631578947,3.684210526315789,0.5
127,1.8421052631578947,3.947368421052632,0.5654124021530151
128,1.8421052631578947,4.2105263157894735,0.6286234259605408
129,1.8421052631578947,4.473684210526316,0.6877183318138123
130,1.8421052631578947,4.7368421052631575,0.7412799000740051
131,1.8421052631578947,5.0,0.788480281829834
132,2.1052631578947367,2.1052631578947367,0.10858631134033203
133,2.1052631578947367,2.3684210526315788,0.13680247962474823
134,2.1052631578947367,2.631578947368421,0.17094458639621735
135,2.1052631578947367,2.8947368421052633,0.21151962876319885
136,2.1052631578947367,3.1578947368421053,0.2587200701236725
137,2.1052631578947367,3.421052631578948,0.31228166818618774
138,2.1052631578947367,3.684210526315789,0.37137654423713684
139,2.1052631578947367,3.947368421052632,0.4345875084400177
140,2.1052631578947367,4.2105263157894735,0.5
141,2.1052631578947367,4.473684210526316,0.5654124021530151
142,2.1052631578947367,4.7368421052631575,0.628623366355896
143,2.1052631578947367,5.0,0.6877182722091675
144,2.3684210526315788,2.3684210526315788,0.08561266213655472
145,2.3684210526315788,2.631578947368421,0.10858631134033203
146,2.3684210526315788,2.8947368421052633,0.13680247962474823
147,2.3684210526315788,3.1578947368421053,0.17094461619853973
148,2.3684210526315788,3.421052631578948,0.21151967346668243
149,2.3684210526315788,3.684210526315789,0.2587200701236725
150,2.3684210526315788,3.947368421052632,0.31228166818618774
151,2.3684210526315788,4.2105263157894735,0.3713766038417816
152,2.3684210526315788,4.473684210526316,0.43458759784698486
153,2.3684210526315788,4.7368421052631575,0.5
154,2.3684210526315788,5.0,0.5654124021530151
155,2.631578947368421,2.631578947368421,0.06713350117206573
156,2.631578947368421,2.8947368421052633,0.08561266213655472
157,2.631578947368421,3.1578947368421053,0.10858633369207382
158,2.631578947368421,3.421052631578948,0.13680250942707062
159,2.631578947368421,3.684210526315789,0.17094461619853973
160,2.631578947368421,3.947368421052632,0.21151967346668243
161,2.631578947368421,4.2105263157894735,0.25872012972831726
162,2.631578947368421,4.473684210526316,0.3122817277908325
163,2.631578947368421,4.7368421052631575,0.3713766038417816
164,2.631578947368421,5.0,0.43458759784698486
165,2.8947368421052633,2.8947368421052633,0.052414361387491226
166,2.8947368421052633,3.1578947368421053,0.06713351607322693
167,2.8947368421052633,3.421052631578948,0.08561268448829651
168,2.8947368421052633,3.684210526315789,0.10858633369207382
169,2.8947368421052633,3.947368421052632,0.13680250942707062
170,2.8947368421052633,4.2105263157894735,0.17094466090202332
171,2.8947368421052633,4.473684210526316,0.21151971817016602
172,2.8947368421052633,4.7368421052631575,0.25872012972831726
173,2.8947368421052633,5.0,0.3122817277908325
174,3.1578947368421053,3.1578947368421053,0.04078132286667824
175,3.1578947368421053,3.421052631578948,0.052414342761039734
176,3.1578947368421053,3.684210526315789,0.06713348627090454
177,3.1578947368421053,3.947368421052632,0.08561263978481293
178,3.1578947368421053,4.2105263157894735,0.10858631134033203
179,3.1578947368421053,4.473684210526316,0.13680247962474823
180,3.1578947368421053,4.7368421052631575,0.17094458639621735
181,3.1578947368421053,5.0,0.21151962876319885
182,3.421052631578948,3.421052631578948,0.031643956899642944
183,3.421052631578948,3.684210526315789,0.04078132286667824
184,3.421052631578948,3.947368421052632,0.052414342761039734
185,3.421052631578948,4.2105263157894735,0.06713350117206573
186,3.421052631578948,4.473684210526316,0.08561266213655472
187,3.421052631578948,4.7368421052631575,0.10858631134033203
188,3.421052631578948,5.0,0.13680247962474823
189,3.684210526315789,3.684210526315789,0.024501590058207512
190,3.684210526315789,3.947368421052632,0.031643956899642944
191,3.684210526315789,4.2105263157894735,0.04078133404254913
192,3.684210526315789,4.473684210526316,0.052414361387491226
193,3.684210526315789,4.7368421052631575,0.06713350117206573
194,3.684210526315789,5.0,0.08561266213655472
195,3.947368421052632,3.947368421052632,0.018939798697829247
196,3.947368421052632,4.2105263157894735,0.02450159564614296
197,3.947368421052632,4.473684210526316,0.03164396435022354
198,3.947368421052632,4.7368421052631575,0.04078133404254913
199,3.947368421052632,5.0,0.052414361387491226
200,4.2105263157894735,4.2105263157894735,0.01462159026414156
201,4.2105263157894735,4.473684210526316,0.0189397931098938
202,4.2105263157894735,4.7368421052631575,0.024501584470272064
203,4.2105263157894735,5.0,0.03164394944906235
204,4.473684210526316,4.473684210526316,0.011276605539023876
205,4.473684210526316,4.7368421052631575,0.01462159026414156
206,4.473684210526316,5.0,0.0189397931098938
207,4.7368421052631575,4.7368421052631575,0.008690104819834232
208,4.7368421052631575,5.0,0.011276605539023876
209,5.0,5.0,0.006692850962281227
