,S1,S2,difference_detected_sample
54,0.0,2.727272727272727,1.0
55,0.0,2.7777777777777777,1.0
56,0.0,2.8282828282828283,1.0
57,0.0,2.878787878787879,1.0
58,0.0,2.9292929292929286,1.0
59,0.0,2.97979797979798,1.0
60,0.0,3.0303030303030303,1.0
61,0.0,3.080808080808081,1.0
62,0.0,3.1313131313131315,1.0
63,0.0,3.1818181818181817,1.0
64,0.0,3.2323232323232323,1.0
65,0.0,3.2828282828282833,1.0
66,0.0,3.333333333333333,1.0
67,0.0,3.383838383838384,1.0
68,0.0,3.4343434343434343,1.0
69,0.0,3.484848484848485,1.0
70,0.0,3.5353535353535355,1.0
71,0.0,3.5858585858585856,1.0
72,0.0,3.636363636363636,1.0
73,0.0,3.6868686868686873,1.0
74,0.0,3.7373737373737375,1.0
75,0.0,3.787878787878788,1.0
76,0.0,3.8383838383838382,1.0
77,0.0,3.888888888888889,1.0
78,0.0,3.939393939393939,1.0
79,0.0,3.9898989898989896,1.0
80,0.0,4.040404040404041,0.0
81,0.0,4.090909090909091,1.0
82,0.0,4.141414141414141,1.0
83,0.0,4.191919191919192,1.0
84,0.0,4.242424242424242,1.0
85,0.0,4.292929292929293,1.0
86,0.0,4.343434343434343,1.0
87,0.0,4.393939393939394,1.0
88,0.0,4.4444444444444455,1.0
89,0.0,4.494949494949495,1.0
90,0.0,4.545454545454545,1.0
91,0.0,4.595959595959597,1.0
92,0.0,4.646464646464646,1.0
93,0.0,4.696969696969697,1.0
94,0.0,4.747474747474747,1.0
95,0.0,4.797979797979798,1.0
96,0.0,4.848484848484849,1.0
97,0.0,4.898989898989899,1.0
98,0.0,4.94949494949495,1.0
99,0.0,5.0,1.0
100,0.0505050505050505,0.0505050505050505,1.0
101,0.0505050505050505,0.101010101010101,0.0
102,0.0505050505050505,0.15151515151515152,0.0
103,0.0505050505050505,0.202020202020202,0.0
104,0.0505050505050505,0.2525252525252525,1.0
105,0.0505050505050505,0.30303030303030304,0.0
106,0.0505050505050505,0.35353535353535354,1.0
107,0.0505050505050505,0.404040404040404,1.0
108,0.0505050505050505,0.4545454545454545,1.0
109,0.0505050505050505,0.5050505050505051,1.0
110,0.0505050505050505,0.5555555555555556,0.0
111,0.0505050505050505,0.6060606060606061,0.0
112,0.0505050505050505,0.6565656565656566,0.0
113,0.0505050505050505,0.7070707070707071,1.0
114,0.0505050505050505,0.7575757575757576,1.0
115,0.0505050505050505,0.8080808080808081,1.0
116,0.0505050505050505,0.8585858585858586,1.0
117,0.0505050505050505,0.9090909090909092,1.0
118,0.0505050505050505,0.9595959595959596,1.0
119,0.0505050505050505,1.0101010101010102,0.0
120,0.0505050505050505,1.0606060606060606,1.0
121,0.0505050505050505,1.1111111111111112,1.0
122,0.0505050505050505,1.1616161616161615,1.0
123,0.0505050505050505,1.2121212121212122,1.0
124,0.0505050505050505,1.2626262626262623,1.0
125,0.0505050505050505,1.3131313131313131,0.0
126,0.0505050505050505,1.3636363636363635,1.0
127,0.0505050505050505,1.414141414141414,1.0
128,0.0505050505050505,1.4646464646464643,0.0
129,0.0505050505050505,1.5151515151515151,1.0
130,0.0505050505050505,1.5656565656565655,1.0
131,0.0505050505050505,1.616161616161616,1.0
132,0.0505050505050505,1.6666666666666667,1.0
133,0.0505050505050505,1.7171717171717171,1.0
134,0.0505050505050505,1.7676767676767675,1.0
135,0.0505050505050505,1.818181818181818,0.0
136,0.0505050505050505,1.8686868686868687,0.0
137,0.0505050505050505,1.9191919191919191,1.0
138,0.0505050505050505,1.9696969696969695,1.0
139,0.0505050505050505,2.0202020202020203,1.0
140,0.0505050505050505,2.0707070707070705,0.0
141,0.0505050505050505,2.121212121212121,1.0
142,0.0505050505050505,2.171717171717172,1.0
143,0.0505050505050505,2.2222222222222223,1.0
144,0.0505050505050505,2.2727272727272725,0.0
145,0.0505050505050505,2.323232323232323,1.0
146,0.0505050505050505,2.3737373737373737,1.0
147,0.0505050505050505,2.4242424242424243,1.0
148,0.0505050505050505,2.474747474747475,1.0
149,0.0505050505050505,2.525252525252525,1.0
150,0.0505050505050505,2.575757575757576,1.0
151,0.0505050505050505,2.6262626262626263,1.0
152,0.0505050505050505,2.676767676767677,1.0
153,0.0505050505050505,2.727272727272727,1.0
154,0.0505050505050505,2.7777777777777777,1.0
155,0.0505050505050505,2.8282828282828283,1.0
156,0.0505050505050505,2.878787878787879,1.0
157,0.0505050505050505,2.9292929292929286,1.0
158,0.0505050505050505,2.97979797979798,1.0
159,0.0505050505050505,3.0303030303030303,1.0
160,0.0505050505050505,3.080808080808081,1.0
161,0.0505050505050505,3.1313131313131315,1.0
162,0.0505050505050505,3.1818181818181817,1.0
163,0.0505050505050505,3.2323232323232323,1.0
164,0.0505050505050505,3.2828282828282833,1.0
165,0.0505050505050505,3.333333333333333,1.0
166,0.0505050505050505,3.383838383838384,1.0
167,0.0505050505050505,3.4343434343434343,1.0
168,0.0505050505050505,3.484848484848485,1.0
169,0.0505050505050505,3.5353535353535355,1.0
170,0.0505050505050505,3.5858585858585856,1.0
171,0.0505050505050505,3.636363636363636,1.0
172,0.0505050505050505,3.6868686868686873,0.0
173,0.0505050505050505,3.7373737373737375,1.0
174,0.0505050505050505,3.787878787878788,1.0
175,0.0505050505050505,3.8383838383838382,0.0
176,0.0505050505050505,3.888888888888889,1.0
177,0.0505050505050505,3.939393939393939,1.0
178,0.0505050505050505,3.9898989898989896,1.0
179,0.0505050505050505,4.040404040404041,1.0
180,0.0505050505050505,4.090909090909091,1.0
181,0.0505050505050505,4.141414141414141,1.0
182,0.0505050505050505,4.191919191919192,1.0
183,0.0505050505050505,4.242424242424242,1.0
184,0.0505050505050505,4.292929292929293,1.0
185,0.0505050505050505,4.343434343434343,1.0
186,0.0505050505050505,4.393939393939394,1.0
187,0.0505050505050505,4.4444444444444455,1.0
188,0.0505050505050505,4.494949494949495,1.0
189,0.0505050505050505,4.545454545454545,1.0
190,0.0505050505050505,4.595959595959597,1.0
191,0.0505050505050505,4.646464646464646,1.0
192,0.0505050505050505,4.696969696969697,1.0
193,0.0505050505050505,4.747474747474747,1.0
194,0.0505050505050505,4.797979797979798,1.0
195,0.0505050505050505,4.848484848484849,1.0
196,0.0505050505050505,4.898989898989899,1.0
197,0.0505050505050505,4.94949494949495,1.0
198,0.0505050505050505,5.0,1.0
199,0.101010101010101,0.101010101010101,1.0
200,0.101010101010101,0.15151515151515152,0.0
201,0.101010101010101,0.202020202020202,0.0
202,0.101010101010101,0.2525252525252525,0.0
203,0.101010101010101,0.30303030303030304,0.0
204,0.101010101010101,0.35353535353535354,0.0
205,0.101010101010101,0.404040404040404,1.0
206,0.101010101010101,0.4545454545454545,0.0
207,0.101010101010101,0.5050505050505051,0.0
208,0.101010101010101,0.5555555555555556,1.0
209,0.101010101010101,0.6060606060606061,0.0
210,0.101010101010101,0.6565656565656566,1.0
211,0.101010101010101,0.7070707070707071,0.0
212,0.101010101010101,0.7575757575757576,1.0
213,0.101010101010101,0.8080808080808081,1.0
214,0.101010101010101,0.8585858585858586,0.0
215,0.101010101010101,0.9090909090909092,1.0
216,0.101010101010101,0.9595959595959596,1.0
217,0.101010101010101,1.0101010101010102,1.0
218,0.101010101010101,1.0606060606060606,1.0
219,0.101010101010101,1.1111111111111112,1.0
220,0.101010101010101,1.1616161616161615,0.0
221,0.101010101010101,1.2121212121212122,1.0
222,0.101010101010101,1.2626262626262623,1.0
223,0.101010101010101,1.3131313131313131,1.0
224,0.101010101010101,1.3636363636363635,1.0
225,0.101010101010101,1.414141414141414,1.0
226,0.101010101010101,1.4646464646464643,1.0
227,0.101010101010101,1.5151515151515151,1.0
228,0.101010101010101,1.5656565656565655,1.0
229,0.101010101010101,1.616161616161616,0.0
230,0.101010101010101,1.6666666666666667,1.0
231,0.101010101010101,1.7171717171717171,1.0
232,0.101010101010101,1.7676767676767675,1.0
233,0.101010101010101,1.818181818181818,1.0
234,0.101010101010101,1.8686868686868687,1.0
235,0.101010101010101,1.9191919191919191,1.0
236,0.101010101010101,1.9696969696969695,1.0
237,0.101010101010101,2.0202020202020203,1.0
238,0.101010101010101,2.0707070707070705,1.0
239,0.101010101010101,2.121212121212121,1.0
240,0.101010101010101,2.171717171717172,1.0
241,0.101010101010101,2.2222222222222223,1.0
242,0.101010101010101,2.2727272727272725,1.0
243,0.101010101010101,2.323232323232323,1.0
244,0.101010101010101,2.3737373737373737,1.0
245,0.101010101010101,2.4242424242424243,1.0
246,0.101010101010101,2.474747474747475,1.0
247,0.101010101010101,2.525252525252525,1.0
248,0.101010101010101,2.575757575757576,1.0
249,0.101010101010101,2.6262626262626263,1.0
250,0.101010101010101,2.676767676767677,1.0
251,0.101010101010101,2.727272727272727,1.0
252,0.101010101010101,2.7777777777777777,1.0
253,0.101010101010101,2.8282828282828283,1.0
254,0.101010101010101,2.878787878787879,1.0
255,0.101010101010101,2.9292929292929286,1.0
256,0.101010101010101,2.97979797979798,1.0
257,0.101010101010101,3.0303030303030303,1.0
258,0.101010101010101,3.080808080808081,1.0
259,0.101010101010101,3.1313131313131315,1.0
260,0.101010101010101,3.1818181818181817,1.0
261,0.101010101010101,3.2323232323232323,1.0
262,0.101010101010101,3.2828282828282833,1.0
263,0.101010101010101,3.333333333333333,1.0
264,0.101010101010101,3.383838383838384,1.0
265,0.101010101010101,3.4343434343434343,1.0
266,0.101010101010101,3.484848484848485,1.0
267,0.101010101010101,3.5353535353535355,1.0
268,0.101010101010101,3.5858585858585856,1.0
269,0.101010101010101,3.636363636363636,1.0
270,0.101010101010101,3.6868686868686873,1.0
271,0.101010101010101,3.7373737373737375,0.0
272,0.101010101010101,3.787878787878788,1.0
273,0.101010101010101,3.8383838383838382,1.0
274,0.101010101010101,3.888888888888889,1.0
275,0.101010101010101,3.939393939393939,1.0
276,0.101010101010101,3.9898989898989896,1.0
277,0.101010101010101,4.040404040404041,1.0
278,0.101010101010101,4.090909090909091,1.0
279,0.101010101010101,4.141414141414141,1.0
280,0.101010101010101,4.191919191919192,1.0
281,0.101010101010101,4.242424242424242,1.0
282,0.101010101010101,4.292929292929293,1.0
283,0.101010101010101,4.343434343434343,1.0
284,0.101010101010101,4.393939393939394,1.0
285,0.101010101010101,4.4444444444444455,1.0
286,0.101010101010101,4.494949494949495,1.0
287,0.101010101010101,4.545454545454545,1.0
288,0.101010101010101,4.595959595959597,1.0
289,0.101010101010101,4.646464646464646,1.0
290,0.101010101010101,4.696969696969697,1.0
291,0.101010101010101,4.747474747474747,1.0
292,0.101010101010101,4.797979797979798,1.0
293,0.101010101010101,4.848484848484849,1.0
294,0.101010101010101,4.898989898989899,1.0
295,0.101010101010101,4.94949494949495,1.0
296,0.101010101010101,5.0,1.0
297,0.15151515151515152,0.15151515151515152,1.0
298,0.15151515151515152,0.202020202020202,1.0
299,0.15151515151515152,0.2525252525252525,0.0
300,0.15151515151515152,0.30303030303030304,0.0
301,0.15151515151515152,0.35353535353535354,0.0
302,0.15151515151515152,0.404040404040404,0.0
303,0.15151515151515152,0.4545454545454545,0.0
304,0.15151515151515152,0.5050505050505051,0.0
305,0.15151515151515152,0.5555555555555556,1.0
306,0.15151515151515152,0.6060606060606061,1.0
307,0.15151515151515152,0.6565656565656566,0.0
308,0.15151515151515152,0.7070707070707071,1.0
309,0.15151515151515152,0.7575757575757576,1.0
310,0.15151515151515152,0.8080808080808081,1.0
311,0.15151515151515152,0.8585858585858586,1.0
312,0.15151515151515152,0.9090909090909092,0.0
313,0.15151515151515152,0.9595959595959596,1.0
314,0.15151515151515152,1.0101010101010102,1.0
315,0.15151515151515152,1.0606060606060606,1.0
316,0.15151515151515152,1.1111111111111112,1.0
317,0.15151515151515152,1.1616161616161615,1.0
318,0.15151515151515152,1.2121212121212122,1.0
319,0.15151515151515152,1.2626262626262623,1.0
320,0.15151515151515152,1.3131313131313131,0.0
321,0.15151515151515152,1.3636363636363635,1.0
322,0.15151515151515152,1.414141414141414,1.0
323,0.15151515151515152,1.4646464646464643,1.0
324,0.15151515151515152,1.5151515151515151,1.0
325,0.15151515151515152,1.5656565656565655,0.0
326,0.15151515151515152,1.616161616161616,1.0
327,0.15151515151515152,1.6666666666666667,1.0
328,0.15151515151515152,1.7171717171717171,1.0
329,0.15151515151515152,1.7676767676767675,1.0
330,0.15151515151515152,1.818181818181818,1.0
331,0.15151515151515152,1.8686868686868687,0.0
332,0.15151515151515152,1.9191919191919191,1.0
333,0.15151515151515152,1.9696969696969695,1.0
334,0.15151515151515152,2.0202020202020203,1.0
335,0.15151515151515152,2.0707070707070705,1.0
336,0.15151515151515152,2.121212121212121,1.0
337,0.15151515151515152,2.171717171717172,1.0
338,0.15151515151515152,2.2222222222222223,1.0
339,0.15151515151515152,2.2727272727272725,1.0
340,0.15151515151515152,2.323232323232323,1.0
341,0.15151515151515152,2.3737373737373737,1.0
342,0.15151515151515152,2.4242424242424243,1.0
343,0.15151515151515152,2.474747474747475,1.0
344,0.15151515151515152,2.525252525252525,1.0
345,0.15151515151515152,2.575757575757576,1.0
346,0.15151515151515152,2.6262626262626263,1.0
347,0.15151515151515152,2.676767676767677,1.0
348,0.15151515151515152,2.727272727272727,1.0
349,0.15151515151515152,2.7777777777777777,1.0
350,0.15151515151515152,2.8282828282828283,1.0
351,0.15151515151515152,2.878787878787879,1.0
352,0.15151515151515152,2.9292929292929286,1.0
353,0.15151515151515152,2.97979797979798,1.0
354,0.15151515151515152,3.0303030303030303,1.0
355,0.15151515151515152,3.080808080808081,1.0
356,0.15151515151515152,3.1313131313131315,1.0
357,0.15151515151515152,3.1818181818181817,1.0
358,0.15151515151515152,3.2323232323232323,1.0
359,0.15151515151515152,3.2828282828282833,1.0
360,0.15151515151515152,3.333333333333333,1.0
361,0.15151515151515152,3.383838383838384,1.0
362,0.15151515151515152,3.4343434343434343,1.0
363,0.15151515151515152,3.484848484848485,1.0
364,0.15151515151515152,3.5353535353535355,1.0
365,0.15151515151515152,3.5858585858585856,1.0
366,0.15151515151515152,3.636363636363636,1.0
367,0.15151515151515152,3.6868686868686873,1.0
368,0.15151515151515152,3.7373737373737375,1.0
369,0.15151515151515152,3.787878787878788,1.0
370,0.15151515151515152,3.8383838383838382,1.0
371,0.15151515151515152,3.888888888888889,1.0
372,0.15151515151515152,3.939393939393939,1.0
373,0.15151515151515152,3.9898989898989896,1.0
374,0.15151515151515152,4.040404040404041,1.0
375,0.15151515151515152,4.090909090909091,1.0
376,0.15151515151515152,4.141414141414141,1.0
377,0.15151515151515152,4.191919191919192,1.0
378,0.15151515151515152,4.242424242424242,1.0
379,0.15151515151515152,4.292929292929293,1.0
380,0.15151515151515152,4.343434343434343,1.0
381,0.15151515151515152,4.393939393939394,1.0
382,0.15151515151515152,4.4444444444444455,1.0
383,0.15151515151515152,4.494949494949495,1.0
384,0.15151515151515152,4.545454545454545,1.0
385,0.15151515151515152,4.595959595959597,1.0
386,0.15151515151515152,4.646464646464646,1.0
387,0.15151515151515152,4.696969696969697,1.0
388,0.15151515151515152,4.747474747474747,1.0
389,0.15151515151515152,4.797979797979798,1.0
390,0.15151515151515152,4.848484848484849,1.0
391,0.15151515151515152,4.898989898989899,1.0
392,0.15151515151515152,4.94949494949495,1.0
393,0.15151515151515152,5.0,1.0
394,0.202020202020202,0.202020202020202,0.0
395,0.202020202020202,0.2525252525252525,0.0
396,0.202020202020202,0.30303030303030304,0.0
397,0.202020202020202,0.35353535353535354,0.0
398,0.202020202020202,0.404040404040404,1.0
399,0.202020202020202,0.4545454545454545,0.0
400,0.202020202020202,0.5050505050505051,1.0
401,0.202020202020202,0.5555555555555556,1.0
402,0.202020202020202,0.6060606060606061,1.0
403,0.202020202020202,0.6565656565656566,1.0
404,0.202020202020202,0.7070707070707071,1.0
405,0.202020202020202,0.7575757575757576,1.0
406,0.202020202020202,0.8080808080808081,1.0
407,0.202020202020202,0.8585858585858586,1.0
408,0.202020202020202,0.9090909090909092,1.0
409,0.202020202020202,0.9595959595959596,1.0
410,0.202020202020202,1.0101010101010102,0.0
411,0.202020202020202,1.0606060606060606,0.0
412,0.202020202020202,1.1111111111111112,0.0
413,0.202020202020202,1.1616161616161615,1.0
414,0.202020202020202,1.2121212121212122,0.0
415,0.202020202020202,1.2626262626262623,0.0
416,0.202020202020202,1.3131313131313131,1.0
417,0.202020202020202,1.3636363636363635,1.0
418,0.202020202020202,1.414141414141414,0.0
419,0.202020202020202,1.4646464646464643,0.0
420,0.202020202020202,1.5151515151515151,0.0
421,0.202020202020202,1.5656565656565655,0.0
422,0.202020202020202,1.616161616161616,1.0
423,0.202020202020202,1.6666666666666667,1.0
424,0.202020202020202,1.7171717171717171,1.0
425,0.202020202020202,1.7676767676767675,1.0
426,0.202020202020202,1.818181818181818,1.0
427,0.202020202020202,1.8686868686868687,1.0
428,0.202020202020202,1.9191919191919191,1.0
429,0.202020202020202,1.9696969696969695,1.0
430,0.202020202020202,2.0202020202020203,1.0
431,0.202020202020202,2.0707070707070705,1.0
432,0.202020202020202,2.121212121212121,1.0
433,0.202020202020202,2.171717171717172,1.0
434,0.202020202020202,2.2222222222222223,1.0
435,0.202020202020202,2.2727272727272725,1.0
436,0.202020202020202,2.323232323232323,1.0
437,0.202020202020202,2.3737373737373737,0.0
438,0.202020202020202,2.4242424242424243,1.0
439,0.202020202020202,2.474747474747475,0.0
440,0.202020202020202,2.525252525252525,1.0
441,0.202020202020202,2.575757575757576,1.0
442,0.202020202020202,2.6262626262626263,1.0
443,0.202020202020202,2.676767676767677,1.0
444,0.202020202020202,2.727272727272727,0.0
445,0.202020202020202,2.7777777777777777,1.0
446,0.202020202020202,2.8282828282828283,1.0
447,0.202020202020202,2.878787878787879,1.0
448,0.202020202020202,2.9292929292929286,1.0
449,0.202020202020202,2.97979797979798,1.0
450,0.202020202020202,3.0303030303030303,1.0
451,0.202020202020202,3.080808080808081,1.0
452,0.202020202020202,3.1313131313131315,1.0
453,0.202020202020202,3.1818181818181817,1.0
454,0.202020202020202,3.2323232323232323,1.0
455,0.202020202020202,3.2828282828282833,1.0
456,0.202020202020202,3.333333333333333,1.0
457,0.202020202020202,3.383838383838384,1.0
458,0.202020202020202,3.4343434343434343,1.0
459,0.202020202020202,3.484848484848485,1.0
460,0.202020202020202,3.5353535353535355,1.0
461,0.202020202020202,3.5858585858585856,1.0
462,0.202020202020202,3.636363636363636,1.0
463,0.202020202020202,3.6868686868686873,1.0
464,0.202020202020202,3.7373737373737375,1.0
465,0.202020202020202,3.787878787878788,1.0
466,0.202020202020202,3.8383838383838382,1.0
467,0.202020202020202,3.888888888888889,1.0
468,0.202020202020202,3.939393939393939,1.0
469,0.202020202020202,3.9898989898989896,0.0
470,0.202020202020202,4.040404040404041,1.0
471,0.202020202020202,4.090909090909091,1.0
472,0.202020202020202,4.141414141414141,1.0
473,0.202020202020202,4.191919191919192,1.0
474,0.202020202020202,4.242424242424242,1.0
475,0.202020202020202,4.292929292929293,1.0
476,0.202020202020202,4.343434343434343,1.0
477,0.202020202020202,4.393939393939394,1.0
478,0.202020202020202,4.4444444444444455,1.0
479,0.202020202020202,4.494949494949495,1.0
480,0.202020202020202,4.545454545454545,1.0
481,0.202020202020202,4.595959595959597,1.0
482,0.202020202020202,4.646464646464646,1.0
483,0.202020202020202,4.696969696969697,1.0
484,0.202020202020202,4.747474747474747,1.0
485,0.202020202020202,4.797979797979798,1.0
486,0.202020202020202,4.848484848484849,1.0
487,0.202020202020202,4.898989898989899,1.0
488,0.202020202020202,4.94949494949495,1.0
489,0.202020202020202,5.0,1.0
490,0.2525252525252525,0.2525252525252525,0.0
491,0.2525252525252525,0.30303030303030304,0.0
492,0.2525252525252525,0.35353535353535354,1.0
493,0.2525252525252525,0.404040404040404,0.0
494,0.2525252525252525,0.4545454545454545,1.0
495,0.2525252525252525,0.5050505050505051,1.0
496,0.2525252525252525,0.5555555555555556,1.0
497,0.2525252525252525,0.6060606060606061,1.0
498,0.2525252525252525,0.6565656565656566,1.0
499,0.2525252525252525,0.7070707070707071,1.0
500,0.2525252525252525,0.7575757575757576,1.0
501,0.2525252525252525,0.8080808080808081,1.0
502,0.2525252525252525,0.8585858585858586,1.0
503,0.2525252525252525,0.9090909090909092,1.0
504,0.2525252525252525,0.9595959595959596,0.0
505,0.2525252525252525,1.0101010101010102,1.0
506,0.2525252525252525,1.0606060606060606,0.0
507,0.2525252525252525,1.1111111111111112,1.0
508,0.2525252525252525,1.1616161616161615,0.0
509,0.2525252525252525,1.2121212121212122,1.0
510,0.2525252525252525,1.2626262626262623,0.0
511,0.2525252525252525,1.3131313131313131,1.0
512,0.2525252525252525,1.3636363636363635,1.0
513,0.2525252525252525,1.414141414141414,1.0
514,0.2525252525252525,1.4646464646464643,1.0
515,0.2525252525252525,1.5151515151515151,1.0
516,0.2525252525252525,1.5656565656565655,1.0
517,0.2525252525252525,1.616161616161616,1.0
518,0.2525252525252525,1.6666666666666667,1.0
519,0.2525252525252525,1.7171717171717171,1.0
520,0.2525252525252525,1.7676767676767675,1.0
521,0.2525252525252525,1.818181818181818,1.0
522,0.2525252525252525,1.8686868686868687,1.0
523,0.2525252525252525,1.9191919191919191,1.0
524,0.2525252525252525,1.9696969696969695,1.0
525,0.2525252525252525,2.0202020202020203,0.0
526,0.2525252525252525,2.0707070707070705,1.0
527,0.2525252525252525,2.121212121212121,1.0
528,0.2525252525252525,2.171717171717172,1.0
529,0.2525252525252525,2.2222222222222223,1.0
530,0.2525252525252525,2.2727272727272725,1.0
531,0.2525252525252525,2.323232323232323,1.0
532,0.2525252525252525,2.3737373737373737,1.0
533,0.2525252525252525,2.4242424242424243,1.0
534,0.2525252525252525,2.474747474747475,1.0
535,0.2525252525252525,2.525252525252525,1.0
536,0.2525252525252525,2.575757575757576,1.0
537,0.2525252525252525,2.6262626262626263,1.0
538,0.2525252525252525,2.676767676767677,1.0
539,0.2525252525252525,2.727272727272727,1.0
540,0.2525252525252525,2.7777777777777777,1.0
541,0.2525252525252525,2.8282828282828283,1.0
542,0.2525252525252525,2.878787878787879,1.0
543,0.2525252525252525,2.9292929292929286,1.0
544,0.2525252525252525,2.97979797979798,1.0
545,0.2525252525252525,3.0303030303030303,0.0
546,0.2525252525252525,3.080808080808081,1.0
547,0.2525252525252525,3.1313131313131315,0.0
548,0.2525252525252525,3.1818181818181817,1.0
549,0.2525252525252525,3.2323232323232323,1.0
550,0.2525252525252525,3.2828282828282833,1.0
551,0.2525252525252525,3.333333333333333,1.0
552,0.2525252525252525,3.383838383838384,1.0
553,0.2525252525252525,3.4343434343434343,0.0
554,0.2525252525252525,3.484848484848485,1.0
555,0.2525252525252525,3.5353535353535355,1.0
556,0.2525252525252525,3.5858585858585856,1.0
557,0.2525252525252525,3.636363636363636,1.0
558,0.2525252525252525,3.6868686868686873,1.0
559,0.2525252525252525,3.7373737373737375,1.0
560,0.2525252525252525,3.787878787878788,1.0
561,0.2525252525252525,3.8383838383838382,1.0
562,0.2525252525252525,3.888888888888889,1.0
563,0.2525252525252525,3.939393939393939,1.0
564,0.2525252525252525,3.9898989898989896,1.0
565,0.2525252525252525,4.040404040404041,1.0
566,0.2525252525252525,4.090909090909091,1.0
567,0.2525252525252525,4.141414141414141,1.0
568,0.2525252525252525,4.191919191919192,1.0
569,0.2525252525252525,4.242424242424242,1.0
570,0.2525252525252525,4.292929292929293,1.0
571,0.2525252525252525,4.343434343434343,1.0
572,0.2525252525252525,4.393939393939394,1.0
573,0.2525252525252525,4.4444444444444455,1.0
574,0.2525252525252525,4.494949494949495,1.0
575,0.2525252525252525,4.545454545454545,1.0
576,0.2525252525252525,4.595959595959597,0.0
577,0.2525252525252525,4.646464646464646,1.0
578,0.2525252525252525,4.696969696969697,1.0
579,0.2525252525252525,4.747474747474747,1.0
580,0.2525252525252525,4.797979797979798,1.0
581,0.2525252525252525,4.848484848484849,1.0
582,0.2525252525252525,4.898989898989899,1.0
583,0.2525252525252525,4.94949494949495,1.0
584,0.2525252525252525,5.0,1.0
585,0.30303030303030304,0.30303030303030304,0.0
586,0.30303030303030304,0.35353535353535354,0.0
587,0.30303030303030304,0.404040404040404,1.0
588,0.30303030303030304,0.4545454545454545,0.0
589,0.30303030303030304,0.5050505050505051,0.0
590,0.30303030303030304,0.5555555555555556,1.0
591,0.30303030303030304,0.6060606060606061,1.0
592,0.30303030303030304,0.6565656565656566,1.0
593,0.30303030303030304,0.7070707070707071,1.0
594,0.30303030303030304,0.7575757575757576,1.0
595,0.30303030303030304,0.8080808080808081,1.0
596,0.30303030303030304,0.8585858585858586,0.0
597,0.30303030303030304,0.9090909090909092,0.0
598,0.30303030303030304,0.9595959595959596,0.0
599,0.30303030303030304,1.0101010101010102,1.0
600,0.30303030303030304,1.0606060606060606,1.0
601,0.30303030303030304,1.1111111111111112,1.0
602,0.30303030303030304,1.1616161616161615,1.0
603,0.30303030303030304,1.2121212121212122,1.0
604,0.30303030303030304,1.2626262626262623,1.0
605,0.30303030303030304,1.3131313131313131,1.0
606,0.30303030303030304,1.3636363636363635,1.0
607,0.30303030303030304,1.414141414141414,1.0
608,0.30303030303030304,1.4646464646464643,0.0
609,0.30303030303030304,1.5151515151515151,1.0
610,0.30303030303030304,1.5656565656565655,1.0
611,0.30303030303030304,1.616161616161616,1.0
612,0.30303030303030304,1.6666666666666667,0.0
613,0.30303030303030304,1.7171717171717171,1.0
614,0.30303030303030304,1.7676767676767675,1.0
615,0.30303030303030304,1.818181818181818,1.0
616,0.30303030303030304,1.8686868686868687,0.0
617,0.30303030303030304,1.9191919191919191,0.0
618,0.30303030303030304,1.9696969696969695,1.0
619,0.30303030303030304,2.0202020202020203,1.0
620,0.30303030303030304,2.0707070707070705,1.0
621,0.30303030303030304,2.121212121212121,0.0
